ID,sentimiento
61997,positivo
61998,positivo
61999,negativo
62000,positivo
62001,positivo
62002,positivo
62003,negativo
62004,positivo
62005,negativo
62006,positivo
62007,positivo
62008,negativo
62009,negativo
62010,negativo
62011,positivo
62012,positivo
62013,negativo
62014,negativo
62015,negativo
62016,positivo
62017,positivo
62018,negativo
62019,positivo
62020,positivo
62021,positivo
62022,negativo
62023,positivo
62024,negativo
62025,negativo
62026,positivo
62027,negativo
62028,positivo
62029,negativo
62030,positivo
62031,positivo
62032,positivo
62033,negativo
62034,positivo
62035,positivo
62036,negativo
62037,negativo
62038,positivo
62039,negativo
62040,positivo
62041,positivo
62042,positivo
62043,negativo
62044,negativo
62045,negativo
62046,negativo
62047,positivo
62048,negativo
62049,negativo
62050,positivo
62051,negativo
62052,negativo
62053,positivo
62054,negativo
62055,negativo
62056,positivo
62057,negativo
62058,negativo
62059,positivo
62060,positivo
62061,negativo
62062,negativo
62063,positivo
62064,negativo
62065,positivo
62066,positivo
62067,positivo
62068,negativo
62069,negativo
62070,negativo
62071,positivo
62072,positivo
62073,negativo
62074,negativo
62075,negativo
62076,negativo
62077,positivo
62078,positivo
62079,negativo
62080,positivo
62081,positivo
62082,negativo
62083,negativo
62084,negativo
62085,positivo
62086,positivo
62087,negativo
62088,negativo
62089,negativo
62090,positivo
62091,positivo
62092,positivo
62093,positivo
62094,negativo
62095,positivo
62096,positivo
62097,positivo
62098,negativo
62099,negativo
62100,positivo
62101,positivo
62102,negativo
62103,positivo
62104,positivo
62105,positivo
62106,positivo
62107,positivo
62108,positivo
62109,positivo
62110,negativo
62111,positivo
62112,negativo
62113,negativo
62114,positivo
62115,negativo
62116,positivo
62117,positivo
62118,negativo
62119,positivo
62120,negativo
62121,negativo
62122,positivo
62123,negativo
62124,negativo
62125,negativo
62126,negativo
62127,positivo
62128,negativo
62129,negativo
62130,positivo
62131,negativo
62132,negativo
62133,negativo
62134,negativo
62135,negativo
62136,negativo
62137,positivo
62138,positivo
62139,negativo
62140,positivo
62141,negativo
62142,positivo
62143,positivo
62144,positivo
62145,positivo
62146,negativo
62147,positivo
62148,positivo
62149,positivo
62150,positivo
62151,negativo
62152,positivo
62153,negativo
62154,negativo
62155,positivo
62156,positivo
62157,positivo
62158,negativo
62159,positivo
62160,negativo
62161,negativo
62162,positivo
62163,negativo
62164,negativo
62165,positivo
62166,positivo
62167,negativo
62168,negativo
62169,negativo
62170,positivo
62171,positivo
62172,positivo
62173,positivo
62174,positivo
62175,negativo
62176,positivo
62177,positivo
62178,positivo
62179,negativo
62180,positivo
62181,positivo
62182,negativo
62183,negativo
62184,negativo
62185,negativo
62186,positivo
62187,positivo
62188,negativo
62189,positivo
62190,negativo
62191,positivo
62192,positivo
62193,positivo
62194,negativo
62195,negativo
62196,positivo
62197,negativo
62198,negativo
62199,positivo
62200,negativo
62201,negativo
62202,positivo
62203,negativo
62204,positivo
62205,positivo
62206,positivo
62207,positivo
62208,positivo
62209,positivo
62210,negativo
62211,negativo
62212,negativo
62213,positivo
62214,negativo
62215,positivo
62216,positivo
62217,negativo
62218,positivo
62219,positivo
62220,negativo
62221,positivo
62222,negativo
62223,negativo
62224,positivo
62225,positivo
62226,negativo
62227,negativo
62228,negativo
62229,negativo
62230,positivo
62231,positivo
62232,positivo
62233,positivo
62234,positivo
62235,negativo
62236,negativo
62237,negativo
62238,negativo
62239,negativo
62240,positivo
62241,positivo
62242,positivo
62243,negativo
62244,positivo
62245,negativo
62246,positivo
62247,positivo
62248,negativo
62249,positivo
62250,positivo
62251,positivo
62252,positivo
62253,positivo
62254,negativo
62255,negativo
62256,negativo
62257,negativo
62258,positivo
62259,positivo
62260,positivo
62261,negativo
62262,positivo
62263,positivo
62264,negativo
62265,negativo
62266,positivo
62267,negativo
62268,positivo
62269,positivo
62270,positivo
62271,negativo
62272,negativo
62273,positivo
62274,positivo
62275,positivo
62276,negativo
62277,negativo
62278,negativo
62279,negativo
62280,negativo
62281,negativo
62282,positivo
62283,negativo
62284,negativo
62285,negativo
62286,positivo
62287,positivo
62288,positivo
62289,negativo
62290,positivo
62291,positivo
62292,negativo
62293,positivo
62294,negativo
62295,positivo
62296,positivo
62297,negativo
62298,positivo
62299,negativo
62300,negativo
62301,negativo
62302,negativo
62303,positivo
62304,negativo
62305,negativo
62306,positivo
62307,positivo
62308,negativo
62309,positivo
62310,negativo
62311,negativo
62312,positivo
62313,negativo
62314,negativo
62315,positivo
62316,negativo
62317,negativo
62318,negativo
62319,negativo
62320,positivo
62321,positivo
62322,negativo
62323,positivo
62324,negativo
62325,negativo
62326,positivo
62327,negativo
62328,positivo
62329,positivo
62330,negativo
62331,positivo
62332,negativo
62333,positivo
62334,positivo
62335,negativo
62336,negativo
62337,negativo
62338,positivo
62339,positivo
62340,negativo
62341,positivo
62342,negativo
62343,negativo
62344,positivo
62345,positivo
62346,negativo
62347,negativo
62348,negativo
62349,positivo
62350,positivo
62351,negativo
62352,negativo
62353,negativo
62354,negativo
62355,negativo
62356,negativo
62357,positivo
62358,negativo
62359,positivo
62360,positivo
62361,positivo
62362,negativo
62363,positivo
62364,negativo
62365,positivo
62366,positivo
62367,negativo
62368,negativo
62369,negativo
62370,negativo
62371,positivo
62372,negativo
62373,negativo
62374,negativo
62375,negativo
62376,negativo
62377,negativo
62378,negativo
62379,negativo
62380,positivo
62381,negativo
62382,positivo
62383,negativo
62384,negativo
62385,negativo
62386,positivo
62387,negativo
62388,positivo
62389,positivo
62390,negativo
62391,negativo
62392,negativo
62393,positivo
62394,positivo
62395,positivo
62396,negativo
62397,negativo
62398,positivo
62399,positivo
62400,positivo
62401,negativo
62402,positivo
62403,negativo
62404,positivo
62405,positivo
62406,positivo
62407,negativo
62408,positivo
62409,negativo
62410,positivo
62411,positivo
62412,positivo
62413,positivo
62414,negativo
62415,positivo
62416,negativo
62417,negativo
62418,negativo
62419,negativo
62420,negativo
62421,negativo
62422,positivo
62423,negativo
62424,negativo
62425,negativo
62426,positivo
62427,positivo
62428,positivo
62429,positivo
62430,negativo
62431,positivo
62432,positivo
62433,positivo
62434,negativo
62435,negativo
62436,positivo
62437,positivo
62438,positivo
62439,positivo
62440,negativo
62441,negativo
62442,positivo
62443,negativo
62444,positivo
62445,positivo
62446,negativo
62447,negativo
62448,positivo
62449,positivo
62450,positivo
62451,positivo
62452,positivo
62453,negativo
62454,positivo
62455,positivo
62456,negativo
62457,positivo
62458,negativo
62459,negativo
62460,negativo
62461,negativo
62462,positivo
62463,positivo
62464,negativo
62465,negativo
62466,positivo
62467,positivo
62468,negativo
62469,negativo
62470,negativo
62471,positivo
62472,positivo
62473,positivo
62474,positivo
62475,positivo
62476,positivo
62477,negativo
62478,negativo
62479,positivo
62480,negativo
62481,positivo
62482,negativo
62483,negativo
62484,positivo
62485,positivo
62486,negativo
62487,positivo
62488,positivo
62489,positivo
62490,negativo
62491,negativo
62492,positivo
62493,positivo
62494,negativo
62495,negativo
62496,positivo
62497,positivo
62498,positivo
62499,positivo
62500,negativo
62501,positivo
62502,positivo
62503,positivo
62504,negativo
62505,negativo
62506,positivo
62507,negativo
62508,positivo
62509,positivo
62510,negativo
62511,negativo
62512,negativo
62513,negativo
62514,negativo
62515,positivo
62516,positivo
62517,positivo
62518,positivo
62519,positivo
62520,positivo
62521,positivo
62522,negativo
62523,negativo
62524,negativo
62525,negativo
62526,positivo
62527,negativo
62528,negativo
62529,negativo
62530,positivo
62531,negativo
62532,positivo
62533,positivo
62534,positivo
62535,positivo
62536,negativo
62537,positivo
62538,positivo
62539,negativo
62540,positivo
62541,negativo
62542,positivo
62543,positivo
62544,negativo
62545,positivo
62546,negativo
62547,positivo
62548,negativo
62549,negativo
62550,negativo
62551,positivo
62552,negativo
62553,negativo
62554,positivo
62555,positivo
62556,positivo
62557,positivo
62558,negativo
62559,negativo
62560,positivo
62561,negativo
62562,positivo
62563,positivo
62564,negativo
62565,negativo
62566,positivo
62567,positivo
62568,positivo
62569,positivo
62570,positivo
62571,positivo
62572,negativo
62573,positivo
62574,negativo
62575,positivo
62576,negativo
62577,positivo
62578,positivo
62579,negativo
62580,positivo
62581,negativo
62582,positivo
62583,negativo
62584,negativo
62585,negativo
62586,negativo
62587,positivo
62588,positivo
62589,positivo
62590,negativo
62591,negativo
62592,negativo
62593,positivo
62594,negativo
62595,negativo
62596,negativo
62597,negativo
62598,positivo
62599,negativo
62600,negativo
62601,negativo
62602,negativo
62603,negativo
62604,positivo
62605,negativo
62606,negativo
62607,negativo
62608,positivo
62609,negativo
62610,positivo
62611,negativo
62612,positivo
62613,negativo
62614,positivo
62615,negativo
62616,positivo
62617,positivo
62618,positivo
62619,negativo
62620,negativo
62621,positivo
62622,positivo
62623,positivo
62624,positivo
62625,negativo
62626,positivo
62627,negativo
62628,positivo
62629,positivo
62630,negativo
62631,negativo
62632,positivo
62633,positivo
62634,positivo
62635,negativo
62636,positivo
62637,positivo
62638,positivo
62639,positivo
62640,negativo
62641,negativo
62642,negativo
62643,negativo
62644,positivo
62645,negativo
62646,negativo
62647,negativo
62648,positivo
62649,positivo
62650,negativo
62651,negativo
62652,positivo
62653,negativo
62654,positivo
62655,positivo
62656,positivo
62657,negativo
62658,negativo
62659,positivo
62660,positivo
62661,positivo
62662,negativo
62663,positivo
62664,positivo
62665,positivo
62666,negativo
62667,positivo
62668,positivo
62669,positivo
62670,negativo
62671,negativo
62672,positivo
62673,negativo
62674,negativo
62675,positivo
62676,negativo
62677,negativo
62678,negativo
62679,negativo
62680,positivo
62681,positivo
62682,positivo
62683,positivo
62684,negativo
62685,negativo
62686,positivo
62687,negativo
62688,negativo
62689,positivo
62690,positivo
62691,negativo
62692,positivo
62693,positivo
62694,negativo
62695,negativo
62696,positivo
62697,negativo
62698,negativo
62699,negativo
62700,positivo
62701,negativo
62702,positivo
62703,positivo
62704,negativo
62705,positivo
62706,positivo
62707,positivo
62708,negativo
62709,negativo
62710,positivo
62711,negativo
62712,negativo
62713,positivo
62714,negativo
62715,negativo
62716,positivo
62717,positivo
62718,negativo
62719,negativo
62720,positivo
62721,positivo
62722,positivo
62723,positivo
62724,positivo
62725,positivo
62726,positivo
62727,negativo
62728,negativo
62729,positivo
62730,positivo
62731,positivo
62732,positivo
62733,negativo
62734,negativo
62735,positivo
62736,positivo
62737,negativo
62738,negativo
62739,positivo
62740,negativo
62741,negativo
62742,positivo
62743,positivo
62744,negativo
62745,positivo
62746,positivo
62747,positivo
62748,negativo
62749,positivo
62750,negativo
62751,positivo
62752,positivo
62753,negativo
62754,positivo
62755,negativo
62756,negativo
62757,negativo
62758,negativo
62759,negativo
62760,positivo
62761,positivo
62762,negativo
62763,negativo
62764,positivo
62765,negativo
62766,negativo
62767,negativo
62768,positivo
62769,positivo
62770,negativo
62771,positivo
62772,negativo
62773,positivo
62774,negativo
62775,positivo
62776,negativo
62777,positivo
62778,positivo
62779,positivo
62780,positivo
62781,positivo
62782,positivo
62783,positivo
62784,positivo
62785,positivo
62786,positivo
62787,positivo
62788,negativo
62789,negativo
62790,negativo
62791,negativo
62792,negativo
62793,negativo
62794,negativo
62795,negativo
62796,negativo
62797,positivo
62798,negativo
62799,negativo
62800,negativo
62801,positivo
62802,negativo
62803,positivo
62804,positivo
62805,positivo
62806,positivo
62807,negativo
62808,positivo
62809,negativo
62810,positivo
62811,positivo
62812,positivo
62813,negativo
62814,positivo
62815,negativo
62816,negativo
62817,positivo
62818,negativo
62819,positivo
62820,positivo
62821,negativo
62822,negativo
62823,negativo
62824,positivo
62825,positivo
62826,negativo
62827,positivo
62828,positivo
62829,negativo
62830,negativo
62831,positivo
62832,negativo
62833,positivo
62834,positivo
62835,positivo
62836,positivo
62837,positivo
62838,positivo
62839,positivo
62840,positivo
62841,negativo
62842,negativo
62843,negativo
62844,positivo
62845,negativo
62846,negativo
62847,negativo
62848,positivo
62849,positivo
62850,negativo
62851,negativo
62852,negativo
62853,negativo
62854,negativo
62855,positivo
62856,positivo
62857,positivo
62858,negativo
62859,positivo
62860,positivo
62861,positivo
62862,positivo
62863,positivo
62864,positivo
62865,positivo
62866,positivo
62867,negativo
62868,positivo
62869,positivo
62870,positivo
62871,negativo
62872,positivo
62873,negativo
62874,negativo
62875,positivo
62876,negativo
62877,positivo
62878,positivo
62879,positivo
62880,positivo
62881,positivo
62882,positivo
62883,positivo
62884,positivo
62885,negativo
62886,positivo
62887,positivo
62888,positivo
62889,positivo
62890,positivo
62891,negativo
62892,positivo
62893,negativo
62894,positivo
62895,positivo
62896,negativo
62897,negativo
62898,negativo
62899,positivo
62900,positivo
62901,positivo
62902,positivo
62903,positivo
62904,positivo
62905,positivo
62906,positivo
62907,negativo
62908,positivo
62909,negativo
62910,positivo
62911,negativo
62912,positivo
62913,positivo
62914,positivo
62915,negativo
62916,negativo
62917,positivo
62918,negativo
62919,positivo
62920,negativo
62921,positivo
62922,negativo
62923,positivo
62924,positivo
62925,positivo
62926,negativo
62927,positivo
62928,negativo
62929,negativo
62930,negativo
62931,positivo
62932,positivo
62933,negativo
62934,positivo
62935,negativo
62936,negativo
62937,positivo
62938,positivo
62939,positivo
62940,positivo
62941,positivo
62942,positivo
62943,positivo
62944,positivo
62945,positivo
62946,positivo
62947,negativo
62948,positivo
62949,positivo
62950,negativo
62951,positivo
62952,negativo
62953,negativo
62954,negativo
62955,negativo
62956,positivo
62957,positivo
62958,negativo
62959,negativo
62960,negativo
62961,positivo
62962,negativo
62963,positivo
62964,negativo
62965,negativo
62966,positivo
62967,positivo
62968,negativo
62969,negativo
62970,negativo
62971,positivo
62972,positivo
62973,positivo
62974,negativo
62975,negativo
62976,negativo
62977,negativo
62978,positivo
62979,positivo
62980,positivo
62981,negativo
62982,negativo
62983,positivo
62984,negativo
62985,positivo
62986,negativo
62987,positivo
62988,positivo
62989,negativo
62990,negativo
62991,positivo
62992,negativo
62993,positivo
62994,positivo
62995,negativo
62996,negativo
62997,negativo
62998,negativo
62999,negativo
63000,positivo
63001,negativo
63002,positivo
63003,negativo
63004,positivo
63005,positivo
63006,positivo
63007,negativo
63008,positivo
63009,negativo
63010,positivo
63011,positivo
63012,positivo
63013,positivo
63014,positivo
63015,positivo
63016,positivo
63017,negativo
63018,positivo
63019,negativo
63020,positivo
63021,positivo
63022,negativo
63023,positivo
63024,positivo
63025,negativo
63026,positivo
63027,positivo
63028,negativo
63029,positivo
63030,positivo
63031,negativo
63032,positivo
63033,negativo
63034,positivo
63035,negativo
63036,negativo
63037,positivo
63038,positivo
63039,negativo
63040,positivo
63041,positivo
63042,negativo
63043,positivo
63044,negativo
63045,positivo
63046,negativo
63047,positivo
63048,positivo
63049,negativo
63050,positivo
63051,positivo
63052,positivo
63053,positivo
63054,negativo
63055,positivo
63056,positivo
63057,positivo
63058,positivo
63059,negativo
63060,negativo
63061,negativo
63062,negativo
63063,positivo
63064,negativo
63065,positivo
63066,positivo
63067,positivo
63068,negativo
63069,negativo
63070,negativo
63071,positivo
63072,positivo
63073,negativo
63074,negativo
63075,negativo
63076,positivo
63077,negativo
63078,negativo
63079,negativo
63080,negativo
63081,positivo
63082,negativo
63083,negativo
63084,positivo
63085,negativo
63086,positivo
63087,positivo
63088,negativo
63089,positivo
63090,positivo
63091,positivo
63092,negativo
63093,negativo
63094,positivo
63095,positivo
63096,positivo
63097,negativo
63098,positivo
63099,positivo
63100,positivo
63101,negativo
63102,negativo
63103,negativo
63104,positivo
63105,negativo
63106,negativo
63107,positivo
63108,positivo
63109,positivo
63110,positivo
63111,positivo
63112,negativo
63113,positivo
63114,negativo
63115,positivo
63116,positivo
63117,positivo
63118,positivo
63119,positivo
63120,negativo
63121,positivo
63122,positivo
63123,negativo
63124,positivo
63125,negativo
63126,positivo
63127,positivo
63128,positivo
63129,negativo
63130,positivo
63131,positivo
63132,negativo
63133,positivo
63134,positivo
63135,positivo
63136,negativo
63137,negativo
63138,positivo
63139,positivo
63140,positivo
63141,positivo
63142,positivo
63143,negativo
63144,positivo
63145,positivo
63146,positivo
63147,positivo
63148,positivo
63149,positivo
63150,positivo
63151,positivo
63152,positivo
63153,positivo
63154,positivo
63155,negativo
63156,positivo
63157,negativo
63158,positivo
63159,positivo
63160,positivo
63161,negativo
63162,positivo
63163,positivo
63164,positivo
63165,positivo
63166,positivo
63167,negativo
63168,negativo
63169,negativo
63170,negativo
63171,positivo
63172,positivo
63173,negativo
63174,positivo
63175,positivo
63176,positivo
63177,positivo
63178,positivo
63179,positivo
63180,positivo
63181,positivo
63182,negativo
63183,positivo
63184,positivo
63185,negativo
63186,negativo
63187,positivo
63188,positivo
63189,positivo
63190,positivo
63191,positivo
63192,positivo
63193,positivo
63194,positivo
63195,positivo
63196,positivo
63197,positivo
63198,positivo
63199,positivo
63200,positivo
63201,positivo
63202,positivo
63203,negativo
63204,positivo
63205,positivo
63206,positivo
63207,negativo
63208,positivo
63209,positivo
63210,positivo
63211,positivo
63212,negativo
63213,negativo
63214,positivo
63215,positivo
63216,negativo
63217,positivo
63218,negativo
63219,positivo
63220,positivo
63221,positivo
63222,positivo
63223,positivo
63224,positivo
63225,negativo
63226,positivo
63227,positivo
63228,positivo
63229,negativo
63230,positivo
63231,negativo
63232,positivo
63233,positivo
63234,positivo
63235,positivo
63236,negativo
63237,positivo
63238,positivo
63239,negativo
63240,positivo
63241,positivo
63242,positivo
63243,positivo
63244,positivo
63245,negativo
63246,positivo
63247,negativo
63248,positivo
63249,positivo
63250,positivo
63251,positivo
63252,negativo
63253,positivo
63254,positivo
63255,positivo
63256,positivo
63257,positivo
63258,positivo
63259,positivo
63260,positivo
63261,positivo
63262,negativo
63263,positivo
63264,negativo
63265,positivo
63266,positivo
63267,negativo
63268,positivo
63269,positivo
63270,negativo
63271,positivo
63272,positivo
63273,negativo
63274,negativo
63275,negativo
63276,negativo
63277,negativo
63278,negativo
63279,negativo
63280,negativo
63281,negativo
63282,negativo
63283,positivo
63284,negativo
63285,positivo
63286,negativo
63287,negativo
63288,positivo
63289,positivo
63290,negativo
63291,positivo
63292,negativo
63293,positivo
63294,positivo
63295,positivo
63296,positivo
63297,positivo
63298,negativo
63299,negativo
63300,negativo
63301,negativo
63302,positivo
63303,positivo
63304,negativo
63305,negativo
63306,negativo
63307,negativo
63308,positivo
63309,negativo
63310,negativo
63311,negativo
63312,positivo
63313,positivo
63314,negativo
63315,positivo
63316,positivo
63317,positivo
63318,positivo
63319,positivo
63320,positivo
63321,negativo
63322,negativo
63323,negativo
63324,negativo
63325,positivo
63326,positivo
63327,positivo
63328,positivo
63329,negativo
63330,positivo
63331,negativo
63332,negativo
63333,positivo
63334,negativo
63335,negativo
63336,negativo
63337,negativo
63338,negativo
63339,positivo
63340,negativo
63341,negativo
63342,positivo
63343,negativo
63344,positivo
63345,negativo
63346,positivo
63347,positivo
63348,positivo
63349,negativo
63350,negativo
63351,positivo
63352,negativo
63353,positivo
63354,positivo
63355,negativo
63356,negativo
63357,negativo
63358,positivo
63359,positivo
63360,negativo
63361,negativo
63362,positivo
63363,negativo
63364,positivo
63365,negativo
63366,negativo
63367,positivo
63368,positivo
63369,positivo
63370,negativo
63371,positivo
63372,positivo
63373,positivo
63374,positivo
63375,positivo
63376,negativo
63377,positivo
63378,positivo
63379,positivo
63380,negativo
63381,negativo
63382,negativo
63383,negativo
63384,negativo
63385,negativo
63386,negativo
63387,positivo
63388,negativo
63389,negativo
63390,negativo
63391,positivo
63392,positivo
63393,negativo
63394,negativo
63395,positivo
63396,negativo
63397,positivo
63398,negativo
63399,negativo
63400,positivo
63401,positivo
63402,positivo
63403,negativo
63404,positivo
63405,positivo
63406,negativo
63407,negativo
63408,positivo
63409,negativo
63410,positivo
63411,positivo
63412,positivo
63413,negativo
63414,negativo
63415,negativo
63416,negativo
63417,positivo
63418,positivo
63419,negativo
63420,positivo
63421,negativo
63422,negativo
63423,negativo
63424,positivo
63425,negativo
63426,negativo
63427,negativo
63428,negativo
63429,negativo
63430,negativo
63431,positivo
63432,negativo
63433,positivo
63434,negativo
63435,negativo
63436,positivo
63437,positivo
63438,negativo
63439,positivo
63440,positivo
63441,negativo
63442,negativo
63443,positivo
63444,negativo
63445,negativo
63446,negativo
63447,positivo
63448,positivo
63449,positivo
63450,negativo
63451,positivo
63452,positivo
63453,positivo
63454,negativo
63455,negativo
63456,negativo
63457,negativo
63458,positivo
63459,positivo
63460,positivo
63461,positivo
63462,negativo
63463,negativo
63464,negativo
63465,negativo
63466,positivo
63467,negativo
63468,negativo
63469,negativo
63470,negativo
63471,positivo
63472,negativo
63473,negativo
63474,positivo
63475,negativo
63476,positivo
63477,positivo
63478,positivo
63479,negativo
63480,negativo
63481,positivo
63482,negativo
63483,negativo
63484,positivo
63485,negativo
63486,negativo
63487,positivo
63488,negativo
63489,negativo
63490,negativo
63491,positivo
63492,positivo
63493,negativo
63494,positivo
63495,positivo
63496,negativo
63497,negativo
63498,positivo
63499,negativo
63500,negativo
63501,positivo
63502,positivo
63503,positivo
63504,negativo
63505,positivo
63506,positivo
63507,negativo
63508,positivo
63509,negativo
63510,positivo
63511,negativo
63512,positivo
63513,negativo
63514,positivo
63515,negativo
63516,negativo
63517,negativo
63518,positivo
63519,negativo
63520,negativo
63521,positivo
63522,negativo
63523,positivo
63524,negativo
63525,negativo
63526,positivo
63527,negativo
63528,positivo
63529,negativo
63530,negativo
63531,positivo
63532,negativo
63533,positivo
63534,positivo
63535,negativo
63536,negativo
63537,negativo
63538,positivo
63539,negativo
63540,negativo
63541,negativo
63542,positivo
63543,negativo
63544,positivo
63545,positivo
63546,positivo
63547,negativo
63548,positivo
63549,negativo
63550,negativo
63551,negativo
63552,negativo
63553,positivo
63554,negativo
63555,positivo
63556,positivo
63557,positivo
63558,negativo
63559,positivo
63560,positivo
63561,positivo
63562,positivo
63563,negativo
63564,positivo
63565,positivo
63566,negativo
63567,negativo
63568,positivo
63569,negativo
63570,positivo
63571,negativo
63572,positivo
63573,negativo
63574,negativo
63575,positivo
63576,positivo
63577,negativo
63578,positivo
63579,positivo
63580,positivo
63581,negativo
63582,negativo
63583,positivo
63584,negativo
63585,negativo
63586,positivo
63587,negativo
63588,positivo
63589,positivo
63590,negativo
63591,negativo
63592,positivo
63593,negativo
63594,positivo
63595,positivo
63596,positivo
63597,negativo
63598,negativo
63599,negativo
63600,negativo
63601,negativo
63602,negativo
63603,positivo
63604,positivo
63605,negativo
63606,negativo
63607,negativo
63608,negativo
63609,positivo
63610,negativo
63611,negativo
63612,negativo
63613,negativo
63614,positivo
63615,negativo
63616,negativo
63617,positivo
63618,negativo
63619,positivo
63620,negativo
63621,negativo
63622,positivo
63623,negativo
63624,positivo
63625,positivo
63626,negativo
63627,positivo
63628,negativo
63629,positivo
63630,positivo
63631,negativo
63632,positivo
63633,negativo
63634,negativo
63635,negativo
63636,negativo
63637,negativo
63638,positivo
63639,negativo
63640,negativo
63641,negativo
63642,negativo
63643,negativo
63644,positivo
63645,positivo
63646,positivo
63647,negativo
63648,negativo
63649,negativo
63650,positivo
63651,positivo
63652,positivo
63653,positivo
63654,negativo
63655,negativo
63656,positivo
63657,positivo
63658,negativo
63659,positivo
63660,positivo
63661,positivo
63662,negativo
63663,negativo
63664,negativo
63665,negativo
63666,positivo
63667,positivo
63668,negativo
63669,positivo
63670,positivo
63671,positivo
63672,negativo
63673,positivo
63674,positivo
63675,negativo
63676,negativo
63677,positivo
63678,negativo
63679,negativo
63680,negativo
63681,negativo
63682,positivo
63683,negativo
63684,negativo
63685,negativo
63686,positivo
63687,positivo
63688,negativo
63689,positivo
63690,negativo
63691,negativo
63692,positivo
63693,negativo
63694,positivo
63695,negativo
63696,negativo
63697,negativo
63698,negativo
63699,positivo
63700,positivo
63701,negativo
63702,positivo
63703,positivo
63704,negativo
63705,positivo
63706,negativo
63707,positivo
63708,negativo
63709,negativo
63710,negativo
63711,negativo
63712,positivo
63713,negativo
63714,positivo
63715,negativo
63716,positivo
63717,positivo
63718,negativo
63719,negativo
63720,negativo
63721,negativo
63722,positivo
63723,negativo
63724,positivo
63725,positivo
63726,positivo
63727,negativo
63728,negativo
63729,positivo
63730,negativo
63731,positivo
63732,negativo
63733,negativo
63734,positivo
63735,negativo
63736,positivo
63737,positivo
63738,negativo
63739,negativo
63740,negativo
63741,positivo
63742,positivo
63743,negativo
63744,positivo
63745,negativo
63746,positivo
63747,negativo
63748,positivo
63749,negativo
63750,negativo
63751,positivo
63752,positivo
63753,negativo
63754,negativo
63755,negativo
63756,positivo
63757,negativo
63758,positivo
63759,positivo
63760,negativo
63761,negativo
63762,positivo
63763,negativo
63764,positivo
63765,negativo
63766,negativo
63767,negativo
63768,positivo
63769,negativo
63770,positivo
63771,negativo
63772,positivo
63773,negativo
63774,positivo
63775,positivo
63776,positivo
63777,negativo
63778,negativo
63779,positivo
63780,positivo
63781,negativo
63782,positivo
63783,positivo
63784,negativo
63785,positivo
63786,positivo
63787,negativo
63788,positivo
63789,positivo
63790,positivo
63791,negativo
63792,negativo
63793,positivo
63794,negativo
63795,positivo
63796,positivo
63797,positivo
63798,negativo
63799,negativo
63800,negativo
63801,positivo
63802,positivo
63803,negativo
63804,positivo
63805,negativo
63806,positivo
63807,negativo
63808,positivo
63809,negativo
63810,negativo
63811,positivo
63812,negativo
63813,positivo
63814,negativo
63815,negativo
63816,negativo
63817,negativo
63818,positivo
63819,negativo
63820,positivo
63821,negativo
63822,negativo
63823,positivo
63824,positivo
63825,negativo
63826,negativo
63827,negativo
63828,positivo
63829,positivo
63830,positivo
63831,negativo
63832,positivo
63833,positivo
63834,negativo
63835,negativo
63836,negativo
63837,negativo
63838,positivo
63839,negativo
63840,negativo
63841,positivo
63842,positivo
63843,negativo
63844,negativo
63845,positivo
63846,positivo
63847,negativo
63848,positivo
63849,negativo
63850,positivo
63851,positivo
63852,negativo
63853,negativo
63854,negativo
63855,negativo
63856,negativo
63857,negativo
63858,positivo
63859,negativo
63860,negativo
63861,negativo
63862,negativo
63863,negativo
63864,positivo
63865,negativo
63866,positivo
63867,negativo
63868,positivo
63869,positivo
63870,negativo
63871,negativo
63872,negativo
63873,negativo
63874,negativo
63875,positivo
63876,negativo
63877,negativo
63878,negativo
63879,negativo
63880,negativo
63881,positivo
63882,negativo
63883,negativo
63884,negativo
63885,positivo
63886,negativo
63887,negativo
63888,positivo
63889,positivo
63890,positivo
63891,negativo
63892,negativo
63893,negativo
63894,negativo
63895,negativo
63896,negativo
63897,negativo
63898,negativo
63899,negativo
63900,negativo
63901,negativo
63902,positivo
63903,positivo
63904,positivo
63905,negativo
63906,positivo
63907,negativo
63908,positivo
63909,negativo
63910,negativo
63911,negativo
63912,negativo
63913,positivo
63914,positivo
63915,positivo
63916,negativo
63917,negativo
63918,negativo
63919,positivo
63920,positivo
63921,negativo
63922,negativo
63923,positivo
63924,negativo
63925,negativo
63926,negativo
63927,negativo
63928,positivo
63929,positivo
63930,positivo
63931,negativo
63932,negativo
63933,negativo
63934,negativo
63935,negativo
63936,negativo
63937,negativo
63938,positivo
63939,negativo
63940,positivo
63941,positivo
63942,positivo
63943,negativo
63944,positivo
63945,negativo
63946,negativo
63947,negativo
63948,negativo
63949,negativo
63950,negativo
63951,positivo
63952,negativo
63953,positivo
63954,positivo
63955,negativo
63956,negativo
63957,negativo
63958,negativo
63959,positivo
63960,negativo
63961,negativo
63962,positivo
63963,positivo
63964,negativo
63965,negativo
63966,negativo
63967,negativo
63968,positivo
63969,positivo
63970,negativo
63971,negativo
63972,positivo
63973,positivo
63974,negativo
63975,negativo
63976,positivo
63977,negativo
63978,negativo
63979,positivo
63980,negativo
63981,negativo
63982,negativo
63983,positivo
63984,positivo
63985,positivo
63986,positivo
63987,positivo
63988,negativo
63989,positivo
63990,negativo
63991,negativo
63992,negativo
63993,positivo
63994,positivo
